"id","containerID","name","quantity","notes","tags","createdAt","updatedAt"
"31A13E45-8D30-4055-A123-C899C184A1E5","5A784548-33EE-462A-90C0-AD7CBEB9BCA3","Pruning shears","","","garden|outdoor","2025-05-20T23:00:00Z","2025-06-13T23:00:00Z"
"0AE7B366-F8AD-4C45-9E9F-2241DE5D7D66","5A784548-33EE-462A-90C0-AD7CBEB9BCA3","Mini nursery pots","14","Check before buying duplicates.","garden|outdoor","2025-05-21T05:00:00Z","2025-06-14T03:00:00Z"
"338809BB-7DAA-446D-B0D6-2D99748B22FB","5A784548-33EE-462A-90C0-AD7CBEB9BCA3","Spray bottle","2","Check before buying duplicates.","garden|outdoor","2025-05-21T11:00:00Z","2025-06-14T07:00:00Z"
"3E7DEAAC-C5E5-4752-94EA-BAE2CF2A3CF9","5A784548-33EE-462A-90C0-AD7CBEB9BCA3","Soil moisture meter","","","garden|outdoor","2025-05-21T17:00:00Z","2025-06-14T11:00:00Z"
"79844CB8-CAFF-4671-B8F0-00077CDC4408","5A784548-33EE-462A-90C0-AD7CBEB9BCA3","Gardening gloves","2","","garden|outdoor","2025-05-21T23:00:00Z","2025-06-14T15:00:00Z"
"3E9B9A6A-8CB1-43C5-BFBB-EE3B4F7F07AC","5A784548-33EE-462A-90C0-AD7CBEB9BCA3","Plant ties","30","","garden|outdoor","2025-05-22T05:00:00Z","2025-06-14T19:00:00Z"
"B3B7625D-843F-4596-B16F-0FC565A3DB1C","5A784548-33EE-462A-90C0-AD7CBEB9BCA3","Coco coir discs","8","Check before buying duplicates.","garden|outdoor","2025-05-22T11:00:00Z","2025-06-14T23:00:00Z"
"9894F22C-9BD6-40BD-A5B9-AF91B847980D","5A784548-33EE-462A-90C0-AD7CBEB9BCA3","Pot risers","6","","garden|outdoor","2025-05-22T17:00:00Z","2025-06-15T03:00:00Z"
"379E50EB-9DE2-4E7D-B4A5-93682BDDA341","33526A3A-B569-42D7-879C-AC2A6786230D","Small first aid pouch","","Used most often during setup.","pets|safety","2025-05-29T17:00:00Z","2025-06-22T19:00:00Z"
"D7C5BE70-B8F5-41DA-9B74-83EDE7D3940A","33526A3A-B569-42D7-879C-AC2A6786230D","Nail clippers","","","pets|care","2025-05-29T23:00:00Z","2025-06-22T23:00:00Z"
"1BF59A85-E0C5-4BB4-9E88-175130B1D0C8","33526A3A-B569-42D7-879C-AC2A6786230D","Food scoop","4","Used most often during setup.","pets|feeding","2025-05-30T05:00:00Z","2025-06-23T03:00:00Z"
"28AD131C-843D-4563-8CC9-C6EF5878C8F3","33526A3A-B569-42D7-879C-AC2A6786230D","Waste bag rolls","8","","pets|walks","2025-05-30T11:00:00Z","2025-06-23T07:00:00Z"
"90216F1F-3532-4807-AF93-DEDC1026FBDD","33526A3A-B569-42D7-879C-AC2A6786230D","Collapsible crate pad","","","pets|travel","2025-05-30T17:00:00Z","2025-06-23T11:00:00Z"
"DAD6D29A-C876-4A08-9A37-D56DE3021357","33526A3A-B569-42D7-879C-AC2A6786230D","Pet shampoo","","","pets|bath","2025-05-30T23:00:00Z","2025-06-23T15:00:00Z"
"22B69C68-808A-4D3D-9629-B887B802A35D","33526A3A-B569-42D7-879C-AC2A6786230D","Treat pouch","","Keep together with matching accessories.","pets|training","2025-05-31T05:00:00Z","2025-06-23T19:00:00Z"
"9CAD2463-2D1C-4A1B-A9BC-FA2F8747DFA1","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Reflective slap bands","4","","winter|safety","2025-06-07T17:00:00Z","2025-07-01T19:00:00Z"
"1F0B5B75-3AE2-4CC8-9340-61E86A393D01","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Hand warmers","20","","winter|supplies","2025-06-07T23:00:00Z","2025-07-01T23:00:00Z"
"324597A2-E64B-41C8-8875-C4C72BA8C515","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Thermal socks","6","","winter|clothing","2025-06-08T05:00:00Z","2025-07-02T03:00:00Z"
"A0F3D53A-7B6E-49AE-8B2E-832372BCA3B7","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Spare mitten labels","10","","winter|organization","2025-06-08T11:00:00Z","2025-07-02T07:00:00Z"
"20547B5F-22EF-4356-80AE-70B8C9C140F2","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Reusable hot packs","4","Check before buying duplicates.","winter|supplies","2025-06-08T17:00:00Z","2025-07-02T11:00:00Z"
"6D93DFD3-41C3-4FDC-A867-507A18AEF854","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Boot dryer packets","6","","winter|supplies","2025-06-08T23:00:00Z","2025-07-02T15:00:00Z"
"48F1A84D-923B-43E4-ACB5-BF39F80F31BA","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Ski goggles case","3","","winter|outdoor","2025-06-09T05:00:00Z","2025-07-02T19:00:00Z"
"166A9FED-33A8-42F5-8912-D7D290D4FBF8","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Glove clips","6","","winter|organization","2025-06-09T11:00:00Z","2025-07-02T23:00:00Z"
"0DDD7038-A232-4AC6-9932-BDF92D8AA3D8","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Wool scarves","5","Check before buying duplicates.","winter|clothing","2025-06-09T17:00:00Z","2025-07-03T03:00:00Z"
"2EFAEE32-3752-41BB-9625-566C5762449B","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Snow pants clips","4","","winter|clothing","2025-06-09T23:00:00Z","2025-07-03T07:00:00Z"
"01419DE3-C5BC-410B-A9B3-4F746BD4828E","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Snow boot laces","3","Check before buying duplicates.","winter|repair","2025-06-10T05:00:00Z","2025-07-03T11:00:00Z"
"BC4DB905-F81F-45F1-B4DB-8AD6BC47BE92","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Helmet liners","2","","winter|outdoor","2025-06-10T11:00:00Z","2025-07-03T15:00:00Z"
"B410D70A-1C7C-4501-98F4-F15C296BBF44","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Waterproof gloves","4","","winter|clothing","2025-06-10T17:00:00Z","2025-07-03T19:00:00Z"
"9094E8DA-6287-4194-A65F-A23342D3855B","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Spare beanies","3","","winter|clothing","2025-06-10T23:00:00Z","2025-07-03T23:00:00Z"
"0C475FFD-C00B-47A7-95A7-4A6D39A8C0D9","7E1C26D0-CF49-47DA-8237-545C7C3C59B8","Moisturizing lotion","3","Keep together with matching accessories.","winter|care","2025-06-11T05:00:00Z","2025-07-04T03:00:00Z"
"4819A53C-EFCC-413D-90C2-424E472C9327","7CF59A01-888E-4D7D-B1F2-4D7242AB801C","Baby teeth envelope","","Check before buying duplicates.","keepsake|memory","2025-06-16T17:00:00Z","2025-07-10T19:00:00Z"
"D306F5A4-14AE-4C19-84B1-B22349E79E10","7CF59A01-888E-4D7D-B1F2-4D7242AB801C","Lock of hair envelope","","","keepsake|memory","2025-06-16T23:00:00Z","2025-07-10T23:00:00Z"
"53DF8239-4B82-40F7-B7FC-7402110999A6","7CF59A01-888E-4D7D-B1F2-4D7242AB801C","First shoes","6","","keepsake|baby","2025-06-17T05:00:00Z","2025-07-11T03:00:00Z"
"5C0F309D-1F8A-456E-9811-4627EC112909","7CF59A01-888E-4D7D-B1F2-4D7242AB801C","Milestone cards","2","","keepsake|paper","2025-06-17T11:00:00Z","2025-07-11T07:00:00Z"
"4AC61E01-2580-4F31-AA78-6E6F138826E0","7CF59A01-888E-4D7D-B1F2-4D7242AB801C","Ultrasound prints","","","keepsake|paper","2025-06-17T17:00:00Z","2025-07-11T11:00:00Z"
"49B96EE4-F476-4040-B785-9A96627127E4","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Emergency blanket","4","","emergency|safety","2025-06-25T17:00:00Z","2025-07-19T19:00:00Z"
"7A852AB3-66C1-43F2-8F05-2DCBDA523149","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Multi-tool","","","emergency|tools","2025-06-25T23:00:00Z","2025-07-19T23:00:00Z"
"73EA94EF-48AC-43F2-A097-213EA25306CD","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Battery radio","","","emergency|safety","2025-06-26T05:00:00Z","2025-07-20T03:00:00Z"
"44E650EF-7B4D-4EDF-9F57-221D3B36822B","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Protein bars","10","","emergency|supplies","2025-06-26T11:00:00Z","2025-07-20T07:00:00Z"
"69E4F133-AB1D-4B93-93EE-02D34190EC1D","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Phone charging cable","2","Keep together with matching accessories.","emergency|power","2025-06-26T17:00:00Z","2025-07-20T11:00:00Z"
"66EB429C-789E-4EEA-8E54-6CF36CB3A867","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","N95 masks","12","","emergency|medical","2025-06-26T23:00:00Z","2025-07-20T15:00:00Z"
"393B6700-E970-4D16-9DF1-781C6188C799","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","First aid kit","","","emergency|medical","2025-06-27T05:00:00Z","2025-07-20T19:00:00Z"
"9B83340B-8723-4E2E-902F-4BC70C25B436","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","AAA batteries","16","","emergency|power","2025-06-27T11:00:00Z","2025-07-20T23:00:00Z"
"EDE11EAC-8E1E-4E48-A9F8-DEE12428CB2A","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Whistle","2","","emergency|safety","2025-06-27T17:00:00Z","2025-07-21T03:00:00Z"
"E6B2BE87-12A1-4C4D-A9FF-D154551CF048","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Bottled water","12","","emergency|supplies","2025-06-27T23:00:00Z","2025-07-21T07:00:00Z"
"0BB2C587-C0AA-4D0A-AB6D-9B050595906F","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Permanent marker","2","","emergency|supplies","2025-06-28T05:00:00Z","2025-07-21T11:00:00Z"
"C322E011-8DC5-4E4A-A49B-6BF7E947B821","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Zip bags","12","","emergency|organization","2025-06-28T11:00:00Z","2025-07-21T15:00:00Z"
"4D6D1967-0C4E-4DBA-88BC-B4A73957D85C","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Flashlights","4","","emergency|safety","2025-06-28T17:00:00Z","2025-07-21T19:00:00Z"
"297261A9-476C-4F1E-A8D4-16331C1D30DD","337BA64C-E7E9-4A5F-A84E-C78FFFDD6033","Portable power bank","","","emergency|power","2025-06-28T23:00:00Z","2025-07-21T23:00:00Z"
